"iata","name","state","country","latitude","longitude","totalflights","numberofdelays","delaypercentage"
"HYI","San Marcos Municipal","TX","USA","29.89361111","-97.86469444","","",""
"O65","Okeene Municipal","OK","USA","36.11253667","-98.3086825","","",""
"RBG","Roseburg Regional","OR","USA","43.23878306","-123.3558617","","",""
"I12","Sidney Municipal","OH","USA","40.24127944","-84.15101167","","",""
"TBN","Forney AAF","MO","USA","37.74163111","-92.14073611","","",""
"LWM","Lawrence Municipal","MA","USA","42.71720944","-71.12343","","",""
"INT","Smith Reynolds","NC","USA","36.13372222","-80.222","","",""
"96D","Walhalla Municipal","ND","USA","48.94057222","-97.902775","","",""
"EHR","Henderson City-County","KY","USA","37.8078425","-87.68569","","",""
"STF","George M Bryan ","MS","USA","33.43381667","-88.84863806","","",""
"OWX","Putnam County","OH","USA","41.0355825","-83.98202444","","",""
"37W","Harnett County","NC","USA","35.37880028","-78.73362917","","",""
"PNP","Pilot Point","AK","USA","57.58038056","-157.5674444","","",""
"9S4","Mineral County","MT","USA","47.16825944","-114.8537411","","",""
"RZL","Jasper County","IN","USA","40.94789861","-87.18257944","","",""
"IDL","Indianola Municipal","MS","USA","33.48574611","-90.67887611","","",""
"FCM","Flying Cloud","MN","USA","44.82724111","-93.45714639","","",""
"OMK","Omak","WA","USA","48.46440222","-119.5180503","","",""
"MEY","Mapleton Municipal","IA","USA","42.178295","-95.79364528","","",""
"ALI","Alice International","TX","USA","27.74088889","-98.02694444","","",""
"I66","Clinton ","OH","USA","39.50286111","-83.86305556","","",""
"AFE","Kake","AK","USA","56.96048139","-133.9082694","","",""
"07G","Fitch H Beach","MI","USA","42.57450861","-84.81143139","","",""
"GQQ","Galion Municipal","OH","USA","40.75338889","-82.72380556","","",""
"2V1","Stevens ","CO","USA","37.277505","-107.0558742","","",""
"48S","Harlem","MT","USA","48.56666472","-108.7729339","","",""
"OGD","Ogden-Hinckley","UT","USA","41.19594417","-112.012175","","",""
"I78","Union County","OH","USA","40.22469444","-83.35161111","","",""
"3CK","Lake In The Hills","IL","USA","42.20680306","-88.32304028","","",""
"IPJ","Lincoln County","NC","USA","35.48332889","-81.16125833","","",""
"S59","Libby","MT","USA","48.28384528","-115.4902453","","",""
"3SQ","St Charles","MO","USA","38.84866139","-90.50011833","","",""
"PVW","Hale County","TX","USA","34.16814722","-101.7173361","","",""
"40U","Manila","UT","USA","40.98607","-109.6784811","","",""
"HDI","Hardwick ","TN","USA","35.22007306","-84.83244333","","",""
"TPH","Tonopah","NV","USA","38.06020222","-117.0871536","","",""
"CXO","Montgomery County","TX","USA","30.35183333","-95.4144675","","",""
"OBE","Okeechobee County","FL","USA","27.26282306","-80.84978306","","",""
"AHN","Athens Municipal","GA","USA","33.94859528","-83.32634694","","",""
"PEZ","Pleasanton Municipal","TX","USA","28.95419444","-98.51998917","","",""
"APN","Alpena County Regional ","MI","USA","45.0780675","-83.56028583","","",""
"MWH","Grant County","WA","USA","47.20770806","-119.3201897","","",""
"9C8","Evart Municipal","MI","USA","43.8958525","-85.27920861","","",""
"2I5","Chanute","IL","USA","40.29355556","-88.14236111","","",""
"HEF","Manassas Reg./Harry P Davis ","VA","USA","38.72141667","-77.51544444","","",""
"MHV","Mojave","CA","USA","35.05936472","-118.1518561","","",""
"LNS","Lancaster","PA","USA","40.12171528","-76.29609778","","",""
"S80","Idaho County","ID","USA","45.94255806","-116.1234158","","",""
"EAT","Pangborn Memorial","WA","USA","47.39886111","-120.2068333","","",""
"E25","Wickenburg Municipal","AZ","USA","33.96891833","-112.7985128","","",""
"CZG","Tri-Cities ","NY","USA","42.07853583","-76.09633306","","",""
"Y74","Hankins ","ND","USA","47.93640083","-102.1421142","","",""
"0F2","Bowie Municipal","TX","USA","33.60166667","-97.77556","","",""
"MJQ","Jackson Municipal","MN","USA","43.65004111","-94.98654611","","",""
"AHH","Amery Municipal","WI","USA","45.28114833","-92.37539222","","",""
"5NI","Nikolai","AK","USA","63.0174475","-154.3639608","","",""
"GKY","Arlington Municipal","TX","USA","32.66241528","-97.09391139","","",""
"DMW","Carroll County","MD","USA","39.60827778","-77.00766667","","",""
"9U0","Turner","MT","USA","48.85417361","-108.4090214","","",""
"I23","Fayette County","OH","USA","39.57040167","-83.42052444","","",""
"SHX","Shageluk","AK","USA","62.69511944","-159.5690614","","",""
"X66","Charlotte Amalie Harbor Seaplane Base","VI","USA","18.33856722","-64.94070111","","",""
"UNK","Unalakleet","AK","USA","63.88835917","-160.7989517","","",""
"MPO","Pocono Mountains Muni","PA","USA","41.1374775","-75.37887833","","",""
"L38","Louisiana Regional","LA","USA","30.17135306","-90.94039583","","",""
"AXN","Chandler ","MN","USA","45.86629833","-95.39466806","","",""
"8K8","Cimarron Municipal","KS","USA","37.83057667","-100.3504222","","",""
"SBO","Emanuel County","GA","USA","32.60825","-82.36869444","","",""
"CTJ","West Georgia Regional","GA","USA","33.63102778","-85.15202778","","",""
"26R","Jackson County","TX","USA","29.00101","-96.58194667","","",""
"DPL","P B Raiford","NC","USA","35.00006444","-77.981695","","",""
"DVK","Stuart Powell ","KY","USA","37.57791667","-84.76969444","","",""
"HIO","Portland-Hillsboro","OR","USA","45.54039389","-122.9498258","","",""
"GSN","Saipan International","CQ","USA","15.11900139","-145.7293561","","",""
"DRI","Beauregard Parish","LA","USA","30.83152778","-93.33963889","","",""
"8U8","Townsend","MT","USA","46.33111111","-111.4813889","","",""
"0A3","Smithville Municipal","TN","USA","35.98531194","-85.80931806","","",""
"MIV","Millville Muni ","NJ","USA","39.36780556","-75.07222222","","",""
"HYL","Hollis SPB","AK","USA","55.48158833","-132.6460942","","",""
"9M4","Ackerman-Choctaw County","MS","USA","33.3034575","-89.22840028","","",""
"VGT","North Las Vegas","NV","USA","36.21166667","-115.19575","","",""
"PLB","Clinton Cty","NY","USA","44.68751861","-73.52452306","","",""
"OBU","Kobuk","AK","USA","66.90917056","-156.8610575","","",""
"O17","Nevada County  Air Park","CA","USA","39.22402778","-121.0030833","","",""
"MUT","Muscatine Municipal","IA","USA","41.36786333","-91.14821639","","",""
"CPK","Chesapeake Municipal","VA","USA","36.66561833","-76.32066389","","",""
"FHR","Friday Harbor","WA","USA","48.52197222","-123.0243611","","",""
"0R3","Abbeville Chris Crusta Memorial","LA","USA","29.97576083","-92.08415167","","",""
"UKL","Coffey County","KS","USA","38.30248472","-95.7249575","","",""
"O68","Mariposa-Yosemite","CA","USA","37.51077","-120.0418439","","",""
"NC67","Ashe County","NC","USA","36.43243111","-81.41968472","","",""
"MWC","Lawrence J Timmerman","WI","USA","43.11092694","-88.03442194","","",""
"RIL","Garfield County Regional","CO","USA","39.526315","-107.7269403","","",""
"CLS","Chehalis-Centralia","WA","USA","46.67649194","-122.9792967","","",""
"MCW","Mason City Municipal","IA","USA","43.1577925","-93.33126056","","",""
"HOT","Memorial ","AR","USA","34.47803389","-93.09620833","","",""
"MLE","Millard","NE","USA","41.196","-96.11227778","","",""
"MGC","Michigan City Municipal","IN","USA","41.70331694","-86.82124167","","",""
"W11","Menomonie Municipal - Score ","WI","USA","44.89234639","-91.86777944","","",""
"1G3","Kent State University","OH","USA","41.15186167","-81.41658306","","",""
"06M","Eupora Municipal","MS","USA","33.53456583","-89.31256917","","",""
"93C","Richland","WI","USA","43.28333333","-90.29827778","","",""
"5U3","Ennis - Big Sky","MT","USA","45.27175833","-111.6486389","","",""
"S97","Anderson ","WA","USA","48.10486806","-119.7206128","","",""
"BTY","Beatty","NV","USA","36.86105722","-116.7870036","","",""
"CEK","Crete Municipal","NE","USA","40.61791667","-96.92488889","","",""
"27K","Georgetown-Scott County","KY","USA","38.23442528","-84.43468667","","",""
"TGI","Tangier Island","VA","USA","37.82513889","-75.99777778","","",""
"GCN","Grand Canyon National Park","AZ","USA","35.95235389","-112.1469647","","",""
"C29","Morey","WI","USA","43.11424444","-89.53073222","","",""
"MAZ","Eugenio Maria De Hostos","PR","USA","18.25569444","-67.14847222","","",""
"HZY","Ashtabula County","OH","USA","41.77797528","-80.69551333","","",""
"H96","Benton Municipal","IL","USA","38.00675111","-88.93441528","","",""
"CFK","Chefornak","AK","USA","60.14922556","-164.2856325","","",""
"52A","Madison Municipal","GA","USA","33.61212528","-83.46044333","","",""
"5NK","Naknek","AK","USA","58.73288056","-157.0199197","","",""
"PRO","Perry Municipal","IA","USA","41.82801306","-94.15990361","","",""
"OEL","Oakley Municipal","KS","USA","39.10994444","-100.8164444","","",""
"O86","Trinity Center","CA","USA","40.98320111","-122.6941889","","",""
"BKX","Brookings Municipal","SD","USA","44.30483333","-96.81694444","","",""
"3F7","Jones Memorial","OK","USA","35.80685278","-96.42185556","","",""
"S18","Forks","WA","USA","47.94146583","-124.3929867","","",""
"LCG","Wayne Municipal","NE","USA","42.24188889","-96.98141667","","",""
"ERY","Luce County Hale","MI","USA","46.31118694","-85.45731639","","",""
"PNA","Ralph Wenz ","WY","USA","42.79549917","-109.8070944","","",""
"M25","Mayfield-Graves County","KY","USA","36.76911111","-88.58472222","","",""
"06N","Randall ","NY","USA","41.43156583","-74.39191722","","",""
"L83","Thibodaux Municipal","LA","USA","29.74779194","-90.83289889","","",""
"4M3","Carlisle Municipal","AR","USA","34.80823","-91.71205083","","",""
"MGJ","Orange Cty","NY","USA","41.50998278","-74.26465056","","",""
"27D","Myers ","MN","USA","44.72801889","-96.26309972","","",""
"ULM","New Ulm Municipal","MN","USA","44.31957306","-94.50230778","","",""
"FZG","Fitzgerald Municipal","GA","USA","31.68368667","-83.27046056","","",""
"1C5","Clow","IL","USA","41.69597444","-88.12923056","","",""
"L06","Furnace Creek","CA","USA","36.46383694","-116.8814425","","",""
"AVO","Avon Park Municipal","FL","USA","27.591145","-81.52785333","","",""
"B19","Biddeford Municipal","ME","USA","43.46411111","-70.47238889","","",""
"1J0","Tri-County","FL","USA","30.84577778","-85.60138889","","",""
"CIN","Arthur N Neu","IA","USA","42.04619444","-94.789","","",""
"T53","Robstown-Nueces County","TX","USA","27.77854306","-97.69052389","","",""
"TKA","Talkeetna","AK","USA","62.3205","-150.0936944","","",""
"3G4","Ashland County","OH","USA","40.90297222","-82.25563889","","",""
"DUG","Bisbee Douglas International","AZ","USA","31.46902778","-109.6036667","","",""
"W40","Mt Olive Municipal","NC","USA","35.22224722","-78.03779444","","",""
"MBL","Manistee County Blacker","MI","USA","44.27319722","-86.2490025","","",""
"4K6","Bloomfield Municipal","IA","USA","40.73210556","-92.42826889","","",""
"0G0","North Buffalo Suburban","NY","USA","43.10318389","-78.70334583","","",""
"FXY","Forest City Municipal","IA","USA","43.23473417","-93.6241025","","",""
"SDA","Shenandoah Municipal","IA","USA","40.75148167","-95.41347222","","",""
"ND28","Lakota Municipal","ND","USA","48.0313875","-98.32788111","","",""
"U05","Riddick ","MT","USA","46.31936972","-113.3050642","","",""
"MPV","Edward F Knapp State","VT","USA","44.203505","-72.56232944","","",""
"EET","Shelby County","AL","USA","33.17781083","-86.78323722","","",""
"TNU","Newton Municipal","IA","USA","41.67442972","-93.02172917","","",""
"F10","Henryetta Municipal","OK","USA","35.40687972","-96.01583278","","",""
"T90","Chambers County","TX","USA","29.80411","-94.43102306","","",""
"N04","Griswold","CT","USA","41.27118222","-72.54972972","","",""
"HNZ","Henderson-Oxford","NC","USA","36.36156111","-78.52916639","","",""
"E38","Alpine-Casparis Municipal","TX","USA","30.38422222","-103.6835833","","",""
"5M0","Rountree ","AL","USA","34.40823444","-86.93295056","","",""
"MCX","White County","IN","USA","40.70881639","-86.76676139","","",""
"AMG","Bacon County","GA","USA","31.53605556","-82.50655556","","",""
"MIT","Shafter-Minter ","CA","USA","35.50592944","-119.1915236","","",""
"7S6","White Sulphur Springs","MT","USA","46.50410722","-110.9132667","","",""
"TMA","Henry Tift Myers","GA","USA","31.42879528","-83.48787167","","",""
"EMP","Emporia Municipal","KS","USA","38.33211111","-96.19116667","","",""
"SGY","Skagway","AK","USA","59.46006194","-135.3156636","","",""
"PCW","Carl R. Keller ","OH","USA","41.51627778","-82.86869444","","",""
"HFY","Greenwood Municipal","IN","USA","39.62841667","-86.08788889","","",""
"GDW","Gladwin","MI","USA","43.97063278","-84.47503861","","",""
"GEU","Glendale Municipal","AZ","USA","33.52726278","-112.2951564","","",""
"4A4","Cornelius-Moore ","GA","USA","34.01869444","-85.14647222","","",""
"THM","Thompson Falls","MT","USA","47.57493556","-115.2843164","","",""
"6S3","Columbus","MT","USA","45.6291075","-109.2507167","","",""
"HRR","Healy River","AK","USA","63.86620806","-148.9689842","","",""
"8D1","New Holstein Municipal","WI","USA","43.94424111","-88.1134775","","",""
"MAO","Marion County","SC","USA","34.18116667","-79.33472222","","",""
"O42","Woodlake","CA","USA","36.39883833","-119.1073289","","",""
"ARV","Lakeland","WI","USA","45.92792556","-89.73094278","","",""
"JYM","Hillsdale Municipal","MI","USA","41.92126083","-84.5857625","","",""
"TSP","Tehachapi Municipal","CA","USA","35.13497222","-118.43925","","",""
"SVA","Savoonga","AK","USA","63.68639444","-170.4926361","","",""
"SKX","Taos Municipal","NM","USA","36.45819","-105.6724289","","",""
"MKY","Marco Island","FL","USA","25.99502778","-81.67252778","","",""
"M17","Bolivar Municipal","MO","USA","37.59693194","-93.34765","","",""
"RVN","Hawkins County","TN","USA","36.45757917","-82.88503722","","",""
"GNU","Goodnews","AK","USA","59.11727556","-161.5813967","","",""
"N81","Hammonton Muni","NJ","USA","39.66746889","-74.75773444","","",""
"LKR","Lancaster County","SC","USA","34.72291667","-80.85458333","","",""
"AVX","Catalina","CA","USA","33.40494444","-118.4158611","","",""
"HPB","Hooper Bay","AK","USA","61.52418306","-166.1467797","","",""
"F84","Stigler Municipal","OK","USA","35.28910556","-95.09389722","","",""
"1D8","Redfield Municipal","SD","USA","44.86247611","-98.52953972","","",""
"C47","Portage Municipal","WI","USA","43.5600925","-89.48309278","","",""
"FNL","Fort Collins-Loveland ","CO","USA","40.45182722","-105.0113356","","",""
"3N6","Old Bridge","NJ","USA","40.32988667","-74.34678694","","",""
"74D","Marshall Cty","WV","USA","39.88083333","-80.73577778","","",""
"3M8","North Pickens ","AL","USA","33.38900611","-88.00557806","","",""
"3D2","Ephraim/Gibraltar","WI","USA","45.13535778","-87.18586556","","",""
"PMX","Metropolitan","MA","USA","42.22328722","-72.31138694","","",""
"IIK","Kipnuk","AK","USA","59.93295111","-164.0305131","","",""
"GAM","Gambell","AK","USA","63.76676556","-171.7328236","","",""
"ZZV","Zanesville Municipal","OH","USA","39.94445833","-81.89210528","","",""
"00R","Livingston Municipal","TX","USA","30.68586111","-95.01792778","","",""
"GXY","Greeley-Weld County","CO","USA","40.43561833","-104.6321156","","",""
"26U","McDermitt State","OR","USA","42.00211083","-117.7231972","","",""
"SHD","Shenandoah Valley Regional","VA","USA","38.26384333","-78.89643806","","",""
"GUY","Guymon Municipal","OK","USA","36.68507194","-101.5077817","","",""
"BYA","Boundary","AK","USA","64.07830278","-141.113375","","",""
"SVS","Stevens Village","AK","USA","66.00900528","-149.0959153","","",""
"PR03","Fajardo Harbor Seaplane Base","PR","USA","18.339675","-65.62460583","","",""
